state,district,enrolment_bin,risk_pathway,lifecycle_typology,demo_deviation,lifecycle_gap_score,total_update_ratio
Gujarat,Amreli,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4646748326737629,0,38.61538461538461
Gujarat,Anand,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6751948914191006,0,38.32977721995607
Gujarat,Arvalli,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.1981729952118338,0,23.28392156862745
Gujarat,Banas Kantha,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0012937493947767,3,0.0413979778680041
Gujarat,Banaskantha,High Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.4568574067132026,1,18.791155058133217
Gujarat,Bharuch,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0571089617794094,0,56.27001127395716
Gujarat,Bhavnagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5882703244418349,0,28.61762602788702
Gujarat,Botad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.1172331184905239,0,8.69039963252182
Gujarat,Chhotaudepur,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.1715579125566636,2,11.205496564647095
Gujarat,Dahod,High Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.3318215770502993,1,19.350131803380368
Gujarat,Devbhumi Dwarka,Medium Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.1349203697951566,1,16.680392156862744
Gujarat,Dohad,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0223667616656252,3,1.386095803306486
Gujarat,Gandhinagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.371262054466187,0,37.07721639656816
Gujarat,Gir Somnath,High Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.1603726479145493,1,9.094031668696712
Gujarat,Jamnagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8334487196949706,0,32.363367313383755
Gujarat,Junagadh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6086407110978183,0,53.77357563850688
Gujarat,Kachchh,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8860042716507802,0,33.277969762419005
Gujarat,Kheda,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9137573361575482,0,40.487125748503
Gujarat,Mahesana,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9118289007306968,0,36.10390390390391
Gujarat,Mahisagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.1690233046817683,0,22.131636363636364
Gujarat,Morbi,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.2066102147184193,2,6.720922932035787
Gujarat,Navsari,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.779128370068913,0,43.92900763358779
Gujarat,Panch Mahals,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.0080231724652934,3,0.2798812175204157
Gujarat,Panchmahals,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5809166580441285,0,35.769908505591324
Gujarat,Patan,High Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.2523368065885919,1,12.831907477820025
Gujarat,Porbandar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2891755051763022,0,22.20256253813301
Gujarat,Rajkot,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8222797050730819,0,22.621579996376155
Gujarat,Sabar Kantha,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.0053610754567515,3,0.235597592433362
Gujarat,Sabarkantha,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6434071172796609,0,46.47406082289803
Gujarat,Surat,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5557754287665937,0,33.2188671925514
Gujarat,Surendra Nagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7699490252361675,0,37.41087923366404
Gujarat,Surendranagar,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.0152997378334847,3,0.5011070110701107
Gujarat,Tapi,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4563918902486378,0,45.725468577728776
Gujarat,The Dangs,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3126507557912564,0,39.27309236947792
Gujarat,Vadodara,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0231040840118804,0,42.59601316752012
Gujarat,Valsad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8116920774508752,0,28.061986754966888
Haryana,Ambala,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1545949182338144,0,79.26540284360189
Haryana,Bhiwani,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2419952646391366,0,102.93225480283114
Haryana,Charkhi Dadri,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7105923694779115,0,56.20486111111112
Haryana,Faridabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9639834578372676,0,19.309259736909983
Haryana,Fatehabad,Medium Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.611303773054623,0,131.9044776119403
Haryana,Gurgaon,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.506579506370617,0,46.52032776552159
Haryana,Hisar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.396361074298685,0,78.78671133445003
Haryana,Jhajjar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.606621866232296,0,88.94223363286264
Haryana,Jind,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5535596023968956,0,92.70917030567684
Haryana,Kaithal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3137889807711467,0,76.98979591836735
Haryana,Karnal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6394072422783887,0,92.44569589702331
Haryana,Kurukshetra,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5173995399081446,0,104.5976253298153
Haryana,Mahendragarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2828545441238777,0,67.84167636786961
Haryana,Mewat,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4428040659681467,0,33.158428805237314
Haryana,Palwal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.01948664939723,0,70.75571428571429
Haryana,Panchkula,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,4.404080410037942,0,158.40055248618785
Haryana,Panipat,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.356678907750009,0,33.518994413407825
Haryana,Rewari,Medium Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.196868405083011,0,93.04415584415584
Haryana,Rohtak,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7742647521391396,0,61.74320241691843
Haryana,Sirsa,Medium Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.4108872343173084,0,134.14692482915717
Haryana,Sonipat,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3815719872588803,0,65.23024830699774
Haryana,Yamuna Nagar,Medium Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.268599269519498,0,119.93783494105035
Himachal Pradesh,Bilaspur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8638048698289661,0,73.9055944055944
Himachal Pradesh,Chamba,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7565717415115003,0,94.66161616161617
Himachal Pradesh,Hamirpur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7075257551946917,0,63.87826086956522
Himachal Pradesh,Kangra,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8895746132109883,0,72.64648117839607
Himachal Pradesh,Kinnaur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6867469879518072,0,79.34
Himachal Pradesh,Kullu,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7314148681055155,0,51.48201438848921
Himachal Pradesh,Mandi,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7126994205945045,0,82.61971830985915
Himachal Pradesh,Shimla,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2397029980386662,0,90.2139534883721
Himachal Pradesh,Solan,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8475725960140831,0,84.3083109919571
Himachal Pradesh,Una,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.927710843373494,0,78.536
Jammu & Kashmir,Anantnag,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.4216867469879518,1,10.0
Jammu & Kashmir,Baramula,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2008032128514056,0,5.8
Jammu & Kashmir,Jammu,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.2639127940332759,1,9.285714285714286
Jammu & Kashmir,Rajauri,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.5421686746987951,1,12.0
Jammu & Kashmir,Srinagar,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.2409638554216867,1,11.0
Jammu and Kashmir,Anantnag,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4466043148582952,0,63.70801317233809
Jammu and Kashmir,Badgam,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7431883512485286,0,34.56851851851852
Jammu and Kashmir,Bandipore,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1689518518324304,0,51.7687969924812
Jammu and Kashmir,Baramula,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1859690938399716,0,63.197435897435895
Jammu and Kashmir,Budgam,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,4.265060240963855,0,147.13478260869564
Jammu and Kashmir,Doda,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4523919360003208,0,43.68679245283019
Jammu and Kashmir,Ganderbal,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1708775400107894,0,56.190298507462686
Jammu and Kashmir,Jammu,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9159016382151314,0,76.40032154340837
Jammu and Kashmir,Kargil,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5435073627844712,0,22.074074074074076
Jammu and Kashmir,Kathua,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0478273204817068,0,64.74310595065312
Jammu and Kashmir,Kishtwar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.961599205812012,0,80.01498127340824
Jammu and Kashmir,Kulgam,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.9105835105126383,0,98.95098039215686
Jammu and Kashmir,Kupwara,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.108594861969556,0,84.25806451612904
Jammu and Kashmir,Leh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8537598670544245,0,40.53448275862069
Jammu and Kashmir,Pulwama,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.562312646188618,0,72.21973929236499
Jammu and Kashmir,Punch,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2050598429375663,0,65.37376237623762
Jammu and Kashmir,Rajouri,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7384681677792169,0,73.78857142857143
Jammu and Kashmir,Ramban,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8227149435438087,0,69.04450261780104
Jammu and Kashmir,Reasi,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7980104437118936,0,58.26876513317191
Jammu and Kashmir,Samba,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3942042680526023,0,76.11764705882354
Jammu and Kashmir,Shupiyan,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.493115318416523,0,127.94285714285714
Jammu and Kashmir,Srinagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3285042359729904,0,78.02366255144032
Jammu and Kashmir,Udhampur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9694001512585252,0,77.59740259740259
Jharkhand,Bokaro,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.313623134620375,0,69.97964250248262
Jharkhand,Chatra,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9893451405877588,0,31.61641359363702
Jharkhand,Deoghar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1627026944508112,0,31.023204766384445
Jharkhand,Dhanbad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4452534430658572,0,43.75264270613108
Jharkhand,Dumka,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4671319790759962,0,42.95034040849019
Jharkhand,East Singhbhum,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3292803248403078,0,59.1282932416953
Jharkhand,Garhwa,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5723289238622129,0,48.82255166217431
Jharkhand,Garhwa *,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5115376761282417,0,46.932203389830505
Jharkhand,Giridih,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2531219652889738,0,28.6
Jharkhand,Godda,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9494329517371092,0,51.49170731707317
Jharkhand,Gumla,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8004669599447303,0,33.6393220338983
Jharkhand,Hazaribag,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.965123652504756,0,66.76315789473684
Jharkhand,Hazaribagh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1659858523463185,0,52.59252157238734
Jharkhand,Jamtara,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8098746812585939,0,39.46902017291066
Jharkhand,Khunti,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5717725693472963,0,38.22526636225266
Jharkhand,Kodarma,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.137675702811245,0,61.97916666666666
Jharkhand,Koderma,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8822752954290527,0,47.18357933579336
Jharkhand,Latehar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.423257230689198,0,67.08942202835333
Jharkhand,Lohardaga,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4693149383699129,0,34.66236722306525
Jharkhand,Pakaur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1091173203452107,0,34.09929078014184
Jharkhand,Pakur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5406176549262669,0,12.40624419252927
Jharkhand,Palamau,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2359273158206596,0,37.51639344262295
Jharkhand,Palamu,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.2344619348923773,0,54.80140758873929
Jharkhand,Pashchimi Singhbhum,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4422555085205686,0,78.490990990991
Jharkhand,Purbi Singhbhum,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.442688183928374,0,60.08868501529052
Jharkhand,Ramgarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4000868611112205,0,59.76093916755603
Jharkhand,Ranchi,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8937523741282992,0,31.21860909960377
Jharkhand,Sahibganj,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8452859055268693,0,26.81746031746032
Jharkhand,Seraikela-Kharsawan,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8915578805169224,0,67.6248821866164
Jharkhand,Seraikela-kharsawan,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6362951807228915,0,54.669117647058826
Jharkhand,Simdega,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2517418475139253,0,98.26092896174865
Jharkhand,West Singhbhum,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2178736374198174,0,58.22473246135553
Karnataka,Bagalkot,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8856392870878655,0,45.57622504537205
Karnataka,Bagalkot *,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5649872216137276,0,27.24242424242424
Karnataka,Ballari,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.062883427574658,0,52.92406417112299
Karnataka,Bangalore,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7508294274075579,0,95.13260761999013
Karnataka,Bangalore Rural,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.131505097804789,0,73.41233766233766
Karnataka,Belagavi,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2972777036679692,0,39.27460132244263
Karnataka,Belgaum,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9469780444219574,0,58.2983798379838
Karnataka,Bellary,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6043238401610457,0,49.943078004216446
Karnataka,Bengaluru,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0846385425979097,0,25.6191197964597
Karnataka,Bengaluru Rural,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0013331905055767,3,0.0175753228120516
Karnataka,Bengaluru South,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",1.184975194897236,1,20.435294117647057
Karnataka,Bidar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8627959891083864,0,51.54066180594504
Karnataka,Bijapur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6803537918874476,0,42.49410222804718
Karnataka,Chamarajanagar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4629476811355009,0,25.45205479452055
Karnataka,Chamrajanagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7919188299926357,0,49.64373088685015
Karnataka,Chamrajnagar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5328108550707684,0,22.92233009708738
Karnataka,Chickmagalur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0662464097877578,0,72.05572755417957
Karnataka,Chikkaballapur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4691753951240625,0,64.62903225806451
Karnataka,Chikkamagaluru,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.43086276996531,0,62.0
Karnataka,Chikmagalur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5168040583386176,0,34.71052631578947
Karnataka,Chitradurga,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7167856491955371,0,80.53560975609756
Karnataka,Dakshina Kannada,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1338260438789023,0,59.667068757539205
Karnataka,Davanagere,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7420988301030207,0,43.36231884057971
Karnataka,Davangere,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.983122251590683,0,79.30228758169935
Karnataka,Dharwad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3523260509324222,0,71.42180685358255
Karnataka,Gadag,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5888932089028541,0,29.90909090909091
Karnataka,Gadag *,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.469089472644677,0,23.852459016393443
Karnataka,Gulbarga,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5150778905613994,0,47.61139896373057
Karnataka,Hasan,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8429678309196381,0,37.46801346801347
Karnataka,Hassan,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.0061047571804664,0,89.22853368560105
Karnataka,Haveri,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8071507761707213,0,78.47948328267478
Karnataka,Haveri *,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0338651904916965,0,44.02702702702703
Karnataka,Kalaburagi,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8125895880848623,0,44.54290091930542
Karnataka,Kodagu,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4615658204774815,0,77.28782287822878
Karnataka,Kolar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.441002052097163,0,68.1062015503876
Karnataka,Koppal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0203961842423728,0,49.32258064516129
Karnataka,Mandya,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4886082554690356,0,82.89500509683995
Karnataka,Mysore,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7353771717960256,0,67.38403990024938
Karnataka,Mysuru,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.656478602768995,0,33.51661918328585
Karnataka,Raichur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9358427614822432,0,39.13032089063523
Karnataka,Ramanagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3226814707152164,0,57.59803921568628
Karnataka,Shimoga,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6862948681470152,0,45.030030030030034
Karnataka,Shivamogga,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.405920375577132,0,68.22205438066466
Karnataka,Tumakuru,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2503787979638576,0,66.64207980652962
Karnataka,Tumkur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9955598015154578,0,79.56449704142013
Karnataka,Udupi,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7080026792434259,0,35.444979919678715
Karnataka,Uttara Kannada,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0,0,52.25311601150527
Karnataka,Vijayanagara,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7603536544415294,0,41.34074074074074
Karnataka,Yadgir,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8318786238172423,0,29.58065826899634
Karnataka,yadgir,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2381178256332416,0,15.929133858267717
Kerala,Alappuzha,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.927584888485761,0,88.69828456104945
Kerala,Ernakulam,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9079189830877108,0,77.6458435809149
Kerala,Kannur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8346108329071734,0,66.71534001054296
Kerala,Kasaragod,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8208186979093688,0,75.17231075697211
Kerala,Kasargod,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6102055279943301,0,24.647058823529413
Kerala,Kollam,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.974260804899754,0,89.39620081411127
Kerala,Kottayam,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8743363000295135,0,91.43396226415096
Kerala,Kozhikode,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3518309032257705,0,87.1859989780276
Kerala,Malappuram,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6655995086545226,0,60.91231684981685
Kerala,Palakkad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7463920366153611,0,88.09385474860335
Kerala,Thiruvananthapuram,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9046307040938768,0,79.79609655880843
Kerala,Thrissur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8216509638344657,0,79.97223734349483
Kerala,Wayanad,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4625850340136053,0,92.82086167800452
Ladakh,Kargil,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7344082211197731,0,27.558823529411764
Ladakh,Leh,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,3.2667031763417302,0,103.0
Lakshadweep,Lakshadweep,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4387700053947131,0,63.298507462686565
Madhya Pradesh,Agar Malwa,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4489150144465478,0,25.60969696969697
Madhya Pradesh,Alirajpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3000628424851786,0,16.439874183401887
Madhya Pradesh,Anuppur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0136338015097563,0,80.6545988258317
Madhya Pradesh,Ashok Nagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.191383383481651,0,38.281226626776366
Madhya Pradesh,Balaghat,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.318904655647234,0,69.52006420545746
Madhya Pradesh,Barwani,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.362863066543366,0,11.87933123334141
Madhya Pradesh,Betul,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.956531425337766,0,50.816858702243785
Madhya Pradesh,Bhind,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.386574626470455,0,11.738560710134209
Madhya Pradesh,Bhopal,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.042193401512137,0,38.4203348869325
Madhya Pradesh,Burhanpur,High Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.1395733065366213,1,10.102290889717636
Madhya Pradesh,Chhatarpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5316224870506602,0,20.41414664457332
Madhya Pradesh,Chhindwara,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.368116065736316,0,70.53308823529412
Madhya Pradesh,Damoh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0931698609572733,0,79.38123167155425
Madhya Pradesh,Datia,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7550276599587031,0,22.172
Madhya Pradesh,Dewas,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6794387880795795,0,28.696900353650925
Madhya Pradesh,Dhar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.00127109728633,0,33.43710530807305
Madhya Pradesh,Dindori,Medium Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,3.103192099116988,0,139.19767441860466
Madhya Pradesh,East Nimar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2047604805116156,0,26.274236387782203
Madhya Pradesh,Guna,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7774077563785139,0,34.11008781323624
