state,district,enrolment_bin,lifecycle_typology,child_bio_engagement,adult_bio_engagement,adult_demo_engagement,lifecycle_gap_score
Gujarat,Sabarkantha,Medium Enrolment,Healthy lifecycle engagement,52.07993474714519,206.05581395348838,109.55813953488372,0
Gujarat,Surat,High Enrolment,Healthy lifecycle engagement,26.76431924882629,245.72064777327935,506.6275303643725,0
Gujarat,Surendra Nagar,High Enrolment,Healthy lifecycle engagement,51.57124183006536,272.4472049689441,145.03726708074535,0
Gujarat,Surendranagar,Medium Enrolment,Mixed or transitional pattern,0.031141868512110725,3.358974358974359,5.0,3
Gujarat,Tapi,Medium Enrolment,Healthy lifecycle engagement,176.64935064935065,187.77358490566039,57.79245283018868,0
Gujarat,The Dangs,Medium Enrolment,Healthy lifecycle engagement,91.432,212.9047619047619,52.3968253968254,0
Gujarat,Vadodara,High Enrolment,Healthy lifecycle engagement,47.04106280193237,282.1876606683805,148.07197943444731,0
Gujarat,Valsad,High Enrolment,Healthy lifecycle engagement,37.32766439909297,206.3901098901099,156.92307692307693,0
Haryana,Ambala,Medium Enrolment,Healthy lifecycle engagement,371.5,2759.5714285714284,1462.642857142857,0
Haryana,Bhiwani,Medium Enrolment,Healthy lifecycle engagement,661.9555555555555,24185.5,10386.0,0
Haryana,Charkhi Dadri,Low Enrolment,Healthy lifecycle engagement,572.25,,,0
Haryana,Faridabad,High Enrolment,Healthy lifecycle engagement,19.115611814345993,181.58608058608058,414.8205128205128,0
Haryana,Fatehabad,Medium Enrolment,Healthy lifecycle engagement,679.2647058823529,5268.0,4989.166666666667,0
Haryana,Gurgaon,High Enrolment,Healthy lifecycle engagement,41.494488188976376,361.1111111111111,1005.1604938271605,0
Haryana,Hisar,Medium Enrolment,Healthy lifecycle engagement,309.3529411764706,4241.833333333333,3580.8333333333335,0
Haryana,Jhajjar,Medium Enrolment,Healthy lifecycle engagement,624.6451612903226,12917.0,10562.0,0
Haryana,Jind,Medium Enrolment,Healthy lifecycle engagement,858.1290322580645,,,0
Haryana,Kaithal,Medium Enrolment,Healthy lifecycle engagement,674.829268292683,3820.3,2814.8,0
Haryana,Karnal,Medium Enrolment,Healthy lifecycle engagement,389.40625,50768.0,33783.0,0
Haryana,Kurukshetra,Medium Enrolment,Healthy lifecycle engagement,531.5142857142857,3504.090909090909,1758.909090909091,0
Haryana,Mahendragarh,Medium Enrolment,Healthy lifecycle engagement,290.58,22538.0,18917.0,0
Haryana,Mewat,High Enrolment,Healthy lifecycle engagement,95.3286219081272,1555.2666666666667,3057.733333333333,0
Haryana,Palwal,Medium Enrolment,Healthy lifecycle engagement,228.2020202020202,11025.5,24243.0,0
Haryana,Panchkula,Low Enrolment,Healthy lifecycle engagement,568.0,16108.0,21980.0,0
Haryana,Panipat,High Enrolment,Healthy lifecycle engagement,67.13858695652173,1303.4333333333334,1609.7666666666667,0
Haryana,Rewari,Medium Enrolment,Healthy lifecycle engagement,299.71875,19905.0,27683.0,0
Haryana,Rohtak,Medium Enrolment,Healthy lifecycle engagement,202.63636363636363,776.9814814814815,307.537037037037,0
Haryana,Sirsa,Medium Enrolment,Healthy lifecycle engagement,626.1372549019608,,,0
Haryana,Sonipat,Medium Enrolment,Healthy lifecycle engagement,221.4793388429752,1543.3703703703704,1516.851851851852,0
Haryana,Yamuna Nagar,Medium Enrolment,Healthy lifecycle engagement,820.90625,7482.666666666667,5940.166666666667,0
Himachal Pradesh,Bilaspur,Low Enrolment,Healthy lifecycle engagement,1347.8,,,0
Himachal Pradesh,Chamba,Low Enrolment,Healthy lifecycle engagement,1111.9,3705.0,2345.0,0
Himachal Pradesh,Hamirpur,Low Enrolment,Healthy lifecycle engagement,1560.4,,,0
Himachal Pradesh,Kangra,Medium Enrolment,Healthy lifecycle engagement,1321.2608695652175,37463.0,18657.0,0
Himachal Pradesh,Kinnaur,Low Enrolment,Healthy lifecycle engagement,168.0,942.5,250.0,0
Himachal Pradesh,Kullu,Low Enrolment,Healthy lifecycle engagement,159.33333333333334,162.33333333333334,85.43137254901961,0
Himachal Pradesh,Mandi,Medium Enrolment,Healthy lifecycle engagement,1700.1666666666667,9506.333333333334,2782.3333333333335,0
Himachal Pradesh,Shimla,Low Enrolment,Healthy lifecycle engagement,418.625,4136.75,1960.0,0
Himachal Pradesh,Sirmaur,Low Enrolment,Healthy lifecycle engagement,928.6153846153846,4686.666666666667,4082.3333333333335,0
Himachal Pradesh,Solan,Low Enrolment,Healthy lifecycle engagement,488.625,,,0
Himachal Pradesh,Una,Low Enrolment,Healthy lifecycle engagement,1288.25,,,0
Jammu & Kashmir,Anantnag,Low Enrolment,"Low enrolment, weak engagement",2.0,,,1
Jammu & Kashmir,Baramula,Low Enrolment,Healthy lifecycle engagement,7.5,,,0
Jammu & Kashmir,Jammu,Low Enrolment,"Low enrolment, weak engagement",2.6,,,1
Jammu & Kashmir,Rajauri,Low Enrolment,"Low enrolment, weak engagement",0.0,,,1
Jammu & Kashmir,Srinagar,Low Enrolment,"Low enrolment, weak engagement",0.0,,,1
Jammu and Kashmir,Anantnag,Medium Enrolment,Healthy lifecycle engagement,168.97894736842105,692.5416666666666,899.5416666666666,0
Jammu and Kashmir,Badgam,Medium Enrolment,Healthy lifecycle engagement,53.57142857142857,,,0
Jammu and Kashmir,Bandipore,Medium Enrolment,Healthy lifecycle engagement,74.91919191919192,407.75,501.95,0
Jammu and Kashmir,Baramula,Medium Enrolment,Healthy lifecycle engagement,96.44554455445545,523.6415094339623,431.45283018867923,0
Jammu and Kashmir,Budgam,Low Enrolment,Healthy lifecycle engagement,1043.2307692307693,665.8333333333334,1888.3333333333333,0
Jammu and Kashmir,Doda,Medium Enrolment,Healthy lifecycle engagement,64.17647058823529,1946.5714285714287,887.2857142857143,0
Jammu and Kashmir,Ganderbal,Low Enrolment,Healthy lifecycle engagement,257.4117647058824,5474.0,4513.0,0
Jammu and Kashmir,Jammu,Medium Enrolment,Healthy lifecycle engagement,112.1842105263158,2704.5,1265.8125,0
Jammu and Kashmir,Kargil,Low Enrolment,Healthy lifecycle engagement,25.81081081081081,,,0
Jammu and Kashmir,Kathua,Medium Enrolment,Healthy lifecycle engagement,212.8846153846154,14108.0,12621.0,0
Jammu and Kashmir,Kishtwar,Low Enrolment,Healthy lifecycle engagement,201.0,8258.0,3516.0,0
Jammu and Kashmir,Kulgam,Low Enrolment,Healthy lifecycle engagement,142.6216216216216,2004.0,1589.0,0
Jammu and Kashmir,Kupwara,Medium Enrolment,Healthy lifecycle engagement,113.20121951219512,646.84375,942.34375,0
Jammu and Kashmir,Leh,Low Enrolment,Healthy lifecycle engagement,102.75,707.0,655.0,0
Jammu and Kashmir,Pulwama,Medium Enrolment,Healthy lifecycle engagement,362.8857142857143,9934.0,13548.0,0
Jammu and Kashmir,Punch,Medium Enrolment,Healthy lifecycle engagement,82.10576923076923,1214.5714285714287,1116.142857142857,0
Jammu and Kashmir,Rajouri,Medium Enrolment,Healthy lifecycle engagement,118.64942528735632,,,0
Jammu and Kashmir,Ramban,Low Enrolment,Healthy lifecycle engagement,93.48387096774194,1667.0,991.5,0
Jammu and Kashmir,Reasi,Low Enrolment,Healthy lifecycle engagement,60.01875,8991.0,4734.0,0
Jammu and Kashmir,Samba,Low Enrolment,Healthy lifecycle engagement,366.6666666666667,1852.5,1568.5,0
Jammu and Kashmir,Shupiyan,Low Enrolment,Healthy lifecycle engagement,213.58064516129033,,,0
Jammu and Kashmir,Srinagar,Medium Enrolment,Healthy lifecycle engagement,250.1375,424.3150684931507,309.16438356164383,0
Jammu and Kashmir,Udhampur,Medium Enrolment,Healthy lifecycle engagement,220.126582278481,4729.25,2664.25,0
Jharkhand,Bokaro,Medium Enrolment,Healthy lifecycle engagement,44.25653206650831,8792.666666666666,8060.833333333333,0
Jharkhand,Chatra,High Enrolment,Healthy lifecycle engagement,23.733870967741936,1127.1538461538462,1126.3461538461538,0
Jharkhand,Deoghar,High Enrolment,Healthy lifecycle engagement,17.98155467720685,1149.68,1622.04,0
Jharkhand,Dhanbad,High Enrolment,Healthy lifecycle engagement,22.862836438923395,1521.7272727272727,1374.0727272727272,0
Jharkhand,Dumka,High Enrolment,Healthy lifecycle engagement,22.91740412979351,572.7118644067797,675.3050847457627,0
Jharkhand,East Singhbhum,High Enrolment,Healthy lifecycle engagement,59.604513064133016,1570.6097560975609,917.9024390243902,0
Jharkhand,Garhwa,Medium Enrolment,Healthy lifecycle engagement,58.524916943521596,8154.5,3760.5,0
Jharkhand,Garhwa *,Low Enrolment,Healthy lifecycle engagement,19.333333333333332,,,0
Jharkhand,Giridih,High Enrolment,Healthy lifecycle engagement,13.921421889616465,800.1833333333333,1486.8,0
Jharkhand,Godda,Medium Enrolment,Healthy lifecycle engagement,43.21709006928406,2359.3846153846152,2714.6923076923076,0
Jharkhand,Gumla,High Enrolment,Healthy lifecycle engagement,22.481512605042017,1158.076923076923,649.5641025641025,0
Jharkhand,Hazaribag,Low Enrolment,Healthy lifecycle engagement,18.226666666666667,,,0
Jharkhand,Hazaribagh,Medium Enrolment,Healthy lifecycle engagement,45.15524475524475,2040.6666666666667,2888.133333333333,0
Jharkhand,Jamtara,Medium Enrolment,Healthy lifecycle engagement,34.82943925233645,3040.1666666666665,3450.8333333333335,0
Jharkhand,Khunti,Medium Enrolment,Healthy lifecycle engagement,20.112852664576803,655.3142857142857,388.1142857142857,0
Jharkhand,Kodarma,Low Enrolment,Healthy lifecycle engagement,23.844444444444445,,,0
Jharkhand,Koderma,Medium Enrolment,Healthy lifecycle engagement,38.40862944162436,8803.5,8713.0,0
Jharkhand,Latehar,Medium Enrolment,Healthy lifecycle engagement,49.72872340425532,17704.0,23331.0,0
Jharkhand,Lohardaga,Medium Enrolment,Healthy lifecycle engagement,22.87109375,551.75,274.4,0
Jharkhand,Pakaur,Low Enrolment,Healthy lifecycle engagement,20.25531914893617,,,0
Jharkhand,Pakur,High Enrolment,Healthy lifecycle engagement,7.748764415156508,340.23809523809524,756.6190476190476,0
Jharkhand,Palamau,Low Enrolment,Healthy lifecycle engagement,17.476190476190474,,,0
Jharkhand,Palamu,High Enrolment,Healthy lifecycle engagement,67.05413105413105,1639.3793103448277,2706.862068965517,0
Jharkhand,Pashchimi Singhbhum,Low Enrolment,Healthy lifecycle engagement,33.05154639175258,8904.0,5194.0,0
Jharkhand,Purbi Singhbhum,Low Enrolment,Healthy lifecycle engagement,55.78125,,,0
Jharkhand,Ramgarh,Medium Enrolment,Healthy lifecycle engagement,43.74242424242424,2330.285714285714,3385.714285714286,0
Jharkhand,Ranchi,High Enrolment,Healthy lifecycle engagement,20.332942097026603,401.7649402390438,278.9681274900398,0
Jharkhand,Sahebganj,Medium Enrolment,Healthy lifecycle engagement,29.383509108341322,3301.285714285714,5601.285714285715,0
Jharkhand,Sahibganj,Low Enrolment,Healthy lifecycle engagement,7.375,,,0
Jharkhand,Seraikela-Kharsawan,Medium Enrolment,Healthy lifecycle engagement,74.02727272727273,9705.0,5673.333333333333,0
Jharkhand,Seraikela-kharsawan,Low Enrolment,Healthy lifecycle engagement,21.827272727272728,,,0
Jharkhand,Simdega,Medium Enrolment,Healthy lifecycle engagement,89.19796954314721,2824.6153846153848,1277.076923076923,0
Jharkhand,West Singhbhum,High Enrolment,Healthy lifecycle engagement,46.38818181818182,2320.269230769231,1277.6923076923076,0
Karnataka,Bagalkot,Medium Enrolment,Healthy lifecycle engagement,94.16473988439306,865.7428571428571,737.2,0
Karnataka,Bagalkot *,Low Enrolment,Healthy lifecycle engagement,29.818181818181817,,,0
Karnataka,Ballari,Medium Enrolment,Healthy lifecycle engagement,218.94623655913978,344.6551724137931,523.2068965517242,0
Karnataka,Bangalore,Medium Enrolment,Healthy lifecycle engagement,107.53002610966057,,,0
Karnataka,Bangalore Rural,Medium Enrolment,Healthy lifecycle engagement,146.31313131313132,227.08823529411765,489.0882352941176,0
Karnataka,Belagavi,High Enrolment,Healthy lifecycle engagement,165.10655737704917,401.8909090909091,517.3818181818182,0
Karnataka,Belgaum,Medium Enrolment,Healthy lifecycle engagement,108.79937304075236,,,0
Karnataka,Bellary,Medium Enrolment,Healthy lifecycle engagement,100.69067796610169,30755.0,14228.0,0
Karnataka,Bengaluru,High Enrolment,Healthy lifecycle engagement,28.21038114343029,48.37321830457614,75.66841710427607,0
Karnataka,Bengaluru Rural,High Enrolment,"High enrolment, weak engagement",0.0054869684499314125,0.00322061191626409,0.06280193236714976,3
Karnataka,Bengaluru South,Low Enrolment,"Low enrolment, weak engagement",0.15853658536585366,52.0,1532.0,1
Karnataka,Bidar,Medium Enrolment,Healthy lifecycle engagement,73.00746268656717,968.8235294117648,740.7941176470588,0
Karnataka,Bijapur,Medium Enrolment,Healthy lifecycle engagement,45.46739130434783,14066.0,7847.0,0
Karnataka,Chamarajanagar,Low Enrolment,Healthy lifecycle engagement,38.375,,,0
Karnataka,Chamrajanagar,Medium Enrolment,Healthy lifecycle engagement,139.45348837209303,1050.6,837.8,0
Karnataka,Chamrajnagar,Low Enrolment,Healthy lifecycle engagement,31.0,,,0
Karnataka,Chickmagalur,Low Enrolment,Healthy lifecycle engagement,167.1818181818182,,,0
Karnataka,Chikkaballapur,Medium Enrolment,Healthy lifecycle engagement,186.6195652173913,3327.8,4631.8,0
Karnataka,Chikkamagaluru,Low Enrolment,Healthy lifecycle engagement,236.78125,477.7,632.7,0
Karnataka,Chikmagalur,Low Enrolment,Healthy lifecycle engagement,30.4,,,0
Karnataka,Chitradurga,Medium Enrolment,Healthy lifecycle engagement,244.82291666666666,1573.625,1838.8125,0
Karnataka,Dakshina Kannada,Medium Enrolment,Healthy lifecycle engagement,167.55191256830602,1688.6842105263158,1637.578947368421,0
Karnataka,Davanagere,Low Enrolment,Healthy lifecycle engagement,53.5,,,0
Karnataka,Davangere,Medium Enrolment,Healthy lifecycle engagement,319.13592233009706,1578.2692307692307,738.5,0
Karnataka,Dharwad,Medium Enrolment,Healthy lifecycle engagement,273.68548387096774,12973.666666666666,10643.666666666666,0
Karnataka,Gadag,Medium Enrolment,Healthy lifecycle engagement,128.59863945578232,1309.1818181818182,1261.2727272727273,0
Karnataka,Gadag *,Low Enrolment,Healthy lifecycle engagement,44.285714285714285,,,0
Karnataka,Gulbarga,Medium Enrolment,Healthy lifecycle engagement,70.14107883817428,34026.0,11846.0,0
Karnataka,Hasan,Low Enrolment,Healthy lifecycle engagement,117.5,,,0
Karnataka,Hassan,Medium Enrolment,Healthy lifecycle engagement,422.3076923076923,2336.8571428571427,3520.5714285714284,0
Karnataka,Haveri,Medium Enrolment,Healthy lifecycle engagement,271.25233644859816,1017.25,1192.642857142857,0
Karnataka,Haveri *,Low Enrolment,Healthy lifecycle engagement,61.5,,,0
Karnataka,Kalaburagi,Medium Enrolment,Healthy lifecycle engagement,150.30252100840337,306.19117647058823,354.4264705882353,0
Karnataka,Kodagu,Low Enrolment,Healthy lifecycle engagement,348.65,273.962962962963,218.74074074074073,0
Karnataka,Kolar,Medium Enrolment,Healthy lifecycle engagement,223.92857142857142,3000.0,3439.222222222222,0
Karnataka,Koppal,Medium Enrolment,Healthy lifecycle engagement,101.49416342412451,1360.375,1575.625,0
Karnataka,Mandya,Medium Enrolment,Healthy lifecycle engagement,532.1702127659574,2350.1666666666665,2090.9166666666665,0
Karnataka,Mysore,Medium Enrolment,Healthy lifecycle engagement,179.6081081081081,29400.0,10435.0,0
Karnataka,Mysuru,Medium Enrolment,Healthy lifecycle engagement,80.57792207792208,112.7,135.80588235294118,0
Karnataka,Raichur,High Enrolment,Healthy lifecycle engagement,55.864583333333336,1036.5714285714287,659.0952380952381,0
Karnataka,Ramanagar,Medium Enrolment,Healthy lifecycle engagement,73.13425925925925,1544.2727272727273,2101.818181818182,0
Karnataka,Shimoga,Medium Enrolment,Healthy lifecycle engagement,113.9423076923077,,,0
Karnataka,Shivamogga,Medium Enrolment,Healthy lifecycle engagement,214.22222222222223,471.3333333333333,687.3809523809524,0
Karnataka,Tumakuru,Medium Enrolment,Healthy lifecycle engagement,399.0377358490566,827.1764705882352,981.9411764705883,0
Karnataka,Tumkur,Medium Enrolment,Healthy lifecycle engagement,284.7857142857143,,,0
Karnataka,Udupi,Medium Enrolment,Healthy lifecycle engagement,214.5205479452055,1045.8181818181818,1320.1818181818182,0
Karnataka,Uttara Kannada,Medium Enrolment,Healthy lifecycle engagement,237.93589743589743,3966.75,4259.75,0
Karnataka,Vijayanagara,Medium Enrolment,Healthy lifecycle engagement,56.70454545454545,566.8260869565217,364.0,0
Karnataka,Vijayapura,Medium Enrolment,Healthy lifecycle engagement,72.8880407124682,429.20588235294116,445.20588235294116,0
Karnataka,Yadgir,High Enrolment,Healthy lifecycle engagement,53.01803607214429,310.3835616438356,253.3972602739726,0
Karnataka,yadgir,Low Enrolment,Healthy lifecycle engagement,11.309090909090909,,,0
Kerala,Alappuzha,Medium Enrolment,Healthy lifecycle engagement,104.86770428015564,882.795918367347,335.0408163265306,0
Kerala,Ernakulam,Medium Enrolment,Healthy lifecycle engagement,75.42728635682158,576.152,259.056,0
Kerala,Idukki,Low Enrolment,Healthy lifecycle engagement,246.42424242424244,1931.25,584.5833333333334,0
Kerala,Kannur,Medium Enrolment,Healthy lifecycle engagement,64.04126984126984,929.0166666666667,465.06666666666666,0
Kerala,Kasaragod,Medium Enrolment,Healthy lifecycle engagement,125.04858299595142,7181.25,3597.25,0
Kerala,Kasargod,Low Enrolment,Healthy lifecycle engagement,7.833333333333333,,,0
Kerala,Kollam,Medium Enrolment,Healthy lifecycle engagement,134.24092409240924,1113.2631578947369,443.280701754386,0
Kerala,Kottayam,Medium Enrolment,Healthy lifecycle engagement,112.06363636363636,2970.153846153846,1013.0,0
Kerala,Kozhikode,Medium Enrolment,Healthy lifecycle engagement,79.02777777777777,5487.7692307692305,3513.153846153846,0
Kerala,Malappuram,High Enrolment,Healthy lifecycle engagement,56.189473684210526,1157.1477272727273,891.3295454545455,0
Kerala,Palakkad,Medium Enrolment,Healthy lifecycle engagement,123.8719806763285,1793.1333333333334,526.0,0
Kerala,Pathanamthitta,Low Enrolment,Healthy lifecycle engagement,118.04444444444445,1614.35,441.15,0
Kerala,Thiruvananthapuram,Medium Enrolment,Healthy lifecycle engagement,96.2274678111588,860.9213483146067,349.2022471910112,0
Kerala,Thrissur,Medium Enrolment,Healthy lifecycle engagement,101.63168724279835,1426.375,553.5416666666666,0
Kerala,Wayanad,Low Enrolment,Healthy lifecycle engagement,157.8939393939394,3301.0,1620.0,0
Ladakh,Kargil,Low Enrolment,Healthy lifecycle engagement,35.172413793103445,,,0
Ladakh,Leh,Low Enrolment,Healthy lifecycle engagement,235.66666666666666,287.8,368.2,0
Lakshadweep,Lakshadweep,Low Enrolment,Healthy lifecycle engagement,321.4,,,0
Madhya Pradesh,Agar Malwa,Medium Enrolment,Healthy lifecycle engagement,32.10322580645161,3008.0,2132.0,0
Madhya Pradesh,Alirajpur,High Enrolment,Healthy lifecycle engagement,13.09867256637168,106.64888888888889,58.004444444444445,0
Madhya Pradesh,Anuppur,Medium Enrolment,Healthy lifecycle engagement,215.1578947368421,16937.5,8437.5,0
Madhya Pradesh,Ashok Nagar,High Enrolment,Healthy lifecycle engagement,60.27744807121662,224.16216216216216,285.72972972972974,0
Madhya Pradesh,Balaghat,High Enrolment,Healthy lifecycle engagement,278.23943661971833,4284.272727272727,5042.636363636364,0
Madhya Pradesh,Barwani,High Enrolment,Healthy lifecycle engagement,10.090697335856747,102.48306595365419,104.36898395721926,0
Madhya Pradesh,Betul,High Enrolment,Healthy lifecycle engagement,106.37937384898711,833.3522727272727,320.7613636363636,0
Madhya Pradesh,Bhind,High Enrolment,Healthy lifecycle engagement,12.928296296296296,47.41320754716981,68.17358490566038,0
Madhya Pradesh,Bhopal,High Enrolment,Healthy lifecycle engagement,98.04100529100529,995.0,780.1898734177215,0
Madhya Pradesh,Burhanpur,High Enrolment,Mixed or transitional pattern,12.366239316239316,100.25360230547551,28.034582132564843,1
Madhya Pradesh,Chhatarpur,High Enrolment,Healthy lifecycle engagement,20.084309730005096,236.4738955823293,202.16867469879517,0
Madhya Pradesh,Chhindwara,High Enrolment,Healthy lifecycle engagement,242.0593607305936,6432.2,5964.4,0
Madhya Pradesh,Damoh,Medium Enrolment,Healthy lifecycle engagement,202.36011904761904,17124.666666666668,12487.0,0
Madhya Pradesh,Datia,High Enrolment,Healthy lifecycle engagement,23.646601941747573,469.29411764705884,655.4117647058823,0
Madhya Pradesh,Dewas,High Enrolment,Healthy lifecycle engagement,46.02884615384615,1112.595744680851,709.7234042553191,0
Madhya Pradesh,Dhar,High Enrolment,Healthy lifecycle engagement,35.89226804123712,274.22535211267603,271.3755868544601,0
Madhya Pradesh,Dindori,Medium Enrolment,Healthy lifecycle engagement,328.83516483516485,,,0
Madhya Pradesh,East Nimar,Medium Enrolment,Healthy lifecycle engagement,13.49923896499239,1456.764705882353,307.29411764705884,0
Madhya Pradesh,Guna,High Enrolment,Healthy lifecycle engagement,62.969151670951156,995.0909090909091,855.7272727272727,0
Madhya Pradesh,Gwalior,High Enrolment,Healthy lifecycle engagement,14.886991461577097,85.6951871657754,92.5258467023173,0
Madhya Pradesh,Harda,Medium Enrolment,Healthy lifecycle engagement,114.29931972789116,2288.4285714285716,972.7142857142857,0
Madhya Pradesh,Harda *,Low Enrolment,Healthy lifecycle engagement,47.5,,,0
Madhya Pradesh,Hoshangabad,Medium Enrolment,Healthy lifecycle engagement,118.76969696969697,3615.75,524.5,0
Madhya Pradesh,Indore,High Enrolment,Healthy lifecycle engagement,29.9322203672788,401.29824561403507,577.2982456140351,0
Madhya Pradesh,Jabalpur,High Enrolment,Healthy lifecycle engagement,109.52912621359224,1764.235294117647,1855.6176470588234,0
Madhya Pradesh,Jhabua,High Enrolment,Healthy lifecycle engagement,10.059803697785894,173.42934782608697,134.08695652173913,0
Madhya Pradesh,Katni,High Enrolment,Healthy lifecycle engagement,41.434434434434436,595.016129032258,559.7258064516129,0
Madhya Pradesh,Khandwa,Medium Enrolment,Healthy lifecycle engagement,47.00452488687783,423.25,227.36363636363637,0
Madhya Pradesh,Khargone,High Enrolment,Healthy lifecycle engagement,22.246182040317656,183.2216748768473,60.77832512315271,0
Madhya Pradesh,Maihar,Low Enrolment,Healthy lifecycle engagement,17.875,121.57142857142857,326.0,0
Madhya Pradesh,Mandla,Medium Enrolment,Healthy lifecycle engagement,335.75824175824175,11577.0,18841.5,0
Madhya Pradesh,Mandsaur,High Enrolment,Healthy lifecycle engagement,147.46619217081852,5559.571428571428,4847.0,0
Madhya Pradesh,Mauganj,Low Enrolment,"Low enrolment, weak engagement",3.0,571.0,2341.0,1
Madhya Pradesh,Morena,High Enrolment,Healthy lifecycle engagement,15.490641468290024,91.7618025751073,164.53648068669528,0
Madhya Pradesh,Narmadapuram,Low Enrolment,Healthy lifecycle engagement,34.30555555555556,599.25,411.5,0
Madhya Pradesh,Narsimhapur,Low Enrolment,Healthy lifecycle engagement,22.6,,,0
Madhya Pradesh,Narsinghpur,Medium Enrolment,Healthy lifecycle engagement,55.58273381294964,611.6470588235294,474.47058823529414,0
Madhya Pradesh,Neemuch,Medium Enrolment,Healthy lifecycle engagement,97.66451612903226,2103.777777777778,2731.1111111111113,0
Madhya Pradesh,Niwari,Low Enrolment,Healthy lifecycle engagement,152.0,,,0
Madhya Pradesh,Pandhurna,Low Enrolment,Healthy lifecycle engagement,,101.5,173.5,0
Madhya Pradesh,Panna,High Enrolment,Healthy lifecycle engagement,50.067079463364294,535.5633802816901,399.1830985915493,0
Madhya Pradesh,Raisen,High Enrolment,Healthy lifecycle engagement,125.9746835443038,750.3018867924528,496.39622641509436,0
Madhya Pradesh,Rajgarh,Medium Enrolment,Healthy lifecycle engagement,133.98211091234347,23631.0,8424.0,0
Madhya Pradesh,Ratlam,High Enrolment,Healthy lifecycle engagement,124.71270718232044,3641.8333333333335,4778.916666666667,0
Madhya Pradesh,Rewa,High Enrolment,Healthy lifecycle engagement,201.00954198473283,15017.25,12264.25,0
Madhya Pradesh,Sagar,High Enrolment,Healthy lifecycle engagement,110.77480490523969,631.9905660377359,561.6698113207547,0
Madhya Pradesh,Satna,High Enrolment,Healthy lifecycle engagement,105.58571428571429,1287.787234042553,1193.659574468085,0
Madhya Pradesh,Sehore,High Enrolment,Healthy lifecycle engagement,61.2632944228275,1547.4571428571428,494.0285714285714,0
Madhya Pradesh,Seoni,Medium Enrolment,Healthy lifecycle engagement,237.75,11113.333333333334,16995.0,0
Madhya Pradesh,Shahdol,Medium Enrolment,Healthy lifecycle engagement,152.171875,974.1190476190476,879.7619047619048,0
Madhya Pradesh,Shajapur,Medium Enrolment,Healthy lifecycle engagement,138.5232273838631,9190.666666666666,3023.1666666666665,0
Madhya Pradesh,Sheopur,High Enrolment,Healthy lifecycle engagement,13.725105189340814,184.37962962962962,244.97222222222223,0
Madhya Pradesh,Shivpuri,High Enrolment,Healthy lifecycle engagement,31.695553880934437,283.63392857142856,198.57142857142858,0
Madhya Pradesh,Sidhi,Medium Enrolment,Healthy lifecycle engagement,326.73853211009174,7236.2,6859.0,0
Madhya Pradesh,Singrauli,Medium Enrolment,Healthy lifecycle engagement,265.4923076923077,4455.666666666667,5777.166666666667,0
Madhya Pradesh,Tikamgarh,Medium Enrolment,Healthy lifecycle engagement,143.63572679509633,30872.0,15219.5,0
Madhya Pradesh,Ujjain,High Enrolment,Healthy lifecycle engagement,98.47788873038516,1203.0,1151.7441860465117,0
Madhya Pradesh,Umaria,Medium Enrolment,Healthy lifecycle engagement,54.2996632996633,1252.5,1619.25,0
Madhya Pradesh,Vidisha,High Enrolment,Healthy lifecycle engagement,44.469907407407405,352.8167938931298,232.45801526717557,0
Madhya Pradesh,West Nimar,Low Enrolment,Healthy lifecycle engagement,44.755102040816325,2916.5,394.0,0
Maharashtra,Ahmadnagar,High Enrolment,Healthy lifecycle engagement,109.55357142857143,1972.886075949367,1422.5316455696202,0
Maharashtra,Ahmed Nagar,Low Enrolment,Healthy lifecycle engagement,33.76470588235294,,,0
Maharashtra,Akola,Medium Enrolment,Healthy lifecycle engagement,99.26142131979695,2373.720930232558,758.4883720930233,0
Maharashtra,Amravati,High Enrolment,Healthy lifecycle engagement,152.59012875536482,3322.8214285714284,858.6428571428571,0
Maharashtra,Aurangabad,High Enrolment,Healthy lifecycle engagement,29.255543822597676,1734.7777777777778,869.8444444444444,0
Maharashtra,Beed,High Enrolment,Healthy lifecycle engagement,47.68957345971564,496.0726495726496,402.7991452991453,0
Maharashtra,Bhandara,Medium Enrolment,Healthy lifecycle engagement,1253.1176470588234,13539.75,5001.75,0
Maharashtra,Bid,Low Enrolment,Healthy lifecycle engagement,6.448979591836735,,,0
Maharashtra,Buldana,Low Enrolment,Healthy lifecycle engagement,55.375,,,0
Maharashtra,Buldhana,High Enrolment,Healthy lifecycle engagement,94.72545757071548,850.1932773109244,470.3613445378151,0
Maharashtra,Chandrapur,Medium Enrolment,Healthy lifecycle engagement,242.86138613861385,2613.279069767442,1337.2790697674418,0
Maharashtra,Chatrapati Sambhaji Nagar,Low Enrolment,Healthy lifecycle engagement,11.129032258064516,387.0,1313.0,0
Maharashtra,Chhatrapati Sambhajinagar,Low Enrolment,Healthy lifecycle engagement,6.9423076923076925,187.88888888888889,374.55555555555554,0
Maharashtra,Dharashiv,Low Enrolment,Healthy lifecycle engagement,10.75,42.333333333333336,156.77777777777777,0
Maharashtra,Dhule,High Enrolment,Healthy lifecycle engagement,19.273646209386282,234.3498817966903,69.55319148936171,0
Maharashtra,Gadchiroli,Medium Enrolment,Healthy lifecycle engagement,285.6224489795918,5133.714285714285,1872.5,0
Maharashtra,Gondia,Low Enrolment,"Low enrolment, weak engagement",3.3333333333333335,,,1
